strideIndex,timestamp,gcpX,gcpY
3.190000000000000000e+02,1.600039042999999994e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.740000000000000000e+02,2.875170596999999884e+00,6.332405348275680357e-01,-8.279732584091046288e-01
8.090000000000000000e+02,4.050115127999999842e+00,-1.139264654711013014e-01,-1.686950479976080386e+00
1.069000000000000000e+03,5.350260610000000305e+00,-9.350320005555732283e-01,-7.200985052342492310e-01
1.309000000000000000e+03,6.550174417000000027e+00,-1.264139769185414375e+00,4.861780522412010308e-01
1.554000000000000000e+03,7.775139922000000148e+00,-1.957987073618805862e+00,4.693401806453069147e-01
1.804000000000000000e+03,9.025019902000000371e+00,-1.497638324183363068e+00,-6.556542249538577227e-01
2.039000000000000000e+03,1.020008210900000023e+01,-6.366072163097382663e-01,-1.500479362948635487e+00
2.289000000000000000e+03,1.145017272399999975e+01,6.235395974294071220e-01,-1.149077960012237165e+00
2.534000000000000000e+03,1.267497889600000072e+01,8.861509235149477304e-01,-2.050344112403334473e-01
2.764000000000000000e+03,1.382511695600000046e+01,9.172346429371888710e-02,6.224546997791982061e-01
3.024000000000000000e+03,1.512495272199999974e+01,-1.248349810052472142e+00,6.756510593085129912e-02
3.279000000000000000e+03,1.639995026900000141e+01,-1.480879657376959813e+00,-9.408173425624408726e-01
3.519000000000000000e+03,1.759994164300000108e+01,-6.074785737348120662e-01,-1.498187517595949814e+00
3.774000000000000000e+03,1.887492019999999826e+01,6.687059225274794017e-01,-1.009946817761185667e+00
4.014000000000000000e+03,2.007490871099999907e+01,6.638552383752558406e-01,1.536374521929236014e-01
4.269000000000000000e+03,2.134997348399999950e+01,-3.214373905637213369e-01,4.315269879414737608e-01
4.514000000000000000e+03,2.257489504000000125e+01,-1.546279631504505536e+00,-2.398229056417746086e-01
4.754000000000000000e+03,2.377486568000000133e+01,-1.402957948388655396e+00,-1.284983819051283227e+00
4.974000000000000000e+03,2.487487246699999943e+01,-4.965694379150008553e-01,-1.560705878840744187e+00
5.239000000000000000e+03,2.619977917299999959e+01,7.796246028990306831e-01,-9.452393377846528555e-01
5.479000000000000000e+03,2.739987699199999938e+01,9.205822494276405532e-01,1.247524491889746567e-01
5.724000000000000000e+03,2.862485878400000061e+01,9.268170170189687918e-03,5.977494221807646557e-01
5.979000000000000000e+03,2.989984261400000065e+01,-1.293070647203084622e+00,-6.161872826321307395e-02
6.239000000000000000e+03,3.119981338899999912e+01,-1.587180346968834588e+00,-9.750861585794678987e-01
6.479000000000000000e+03,3.239985665700000084e+01,-7.534450493260760329e-01,-8.967862434312200426e-01
7.524000000000000000e+03,3.762475043100000249e+01,-1.698518061218613762e-02,6.098088891782509763e-02
