strideIndex,timestamp,gcpX,gcpY
4.140000000000000000e+02,2.074978470000000019e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.490000000000000000e+02,3.249984109000000121e+00,1.289724438627643188e+00,-8.361440471789491902e-01
8.240000000000000000e+02,4.124936811000000425e+00,4.528007198213057638e-02,-1.827865354427909539e+00
1.024000000000000000e+03,5.124948923999999906e+00,-1.150236672630811308e+00,-1.018449564110195160e+00
1.229000000000000000e+03,6.149949539999999715e+00,-7.640420902517781609e-01,4.930099905436496344e-01
1.454000000000000000e+03,7.274891732999999583e+00,7.154320638699371848e-01,8.635433602593685087e-01
1.654000000000000000e+03,8.274859165000000516e+00,1.743640857836540770e+00,-5.424204642447016944e-01
1.854000000000000000e+03,9.274840567000000036e+00,8.119003902520807170e-01,-1.987561990522228816e+00
2.074000000000000000e+03,1.037490229199999980e+01,-8.053400559330385899e-01,-1.593571650332639589e+00
2.294000000000000000e+03,1.147486956600000063e+01,-1.002808250634727116e+00,1.114225690810763530e-01
2.494000000000000000e+03,1.247475271000000063e+01,4.980954411392533032e-01,8.320969295576959857e-01
2.674000000000000000e+03,1.337475976500000030e+01,1.648796296752355728e+00,-2.596013106375280599e-01
2.909000000000000000e+03,1.454983636200000063e+01,6.127598334861551477e-01,-1.622349199257328012e+00
3.119000000000000000e+03,1.559975739100000069e+01,-7.639673882329094390e-01,-1.021400039862584430e+00
3.942000000000000000e+03,1.971472582899999892e+01,3.315569874243634585e-02,7.636591545763639875e-03
