strideIndex,timestamp,gcpX,gcpY
8.290000000000000000e+02,4.150216823000000055e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.044000000000000000e+03,5.225244978000000096e+00,5.664568385093857739e-01,4.512057614499547231e-01
1.174000000000000000e+03,5.875110852999999800e+00,-8.464085015397770917e-02,1.669458493024277734e+00
1.309000000000000000e+03,6.550183793999999615e+00,-1.057564080353032177e+00,1.042627591762647965e+00
1.444000000000000000e+03,7.225231584000000318e+00,-1.544060510510664397e+00,-5.644290604709246706e-01
1.579000000000000000e+03,7.900193424000000242e+00,-7.930980614065280543e-01,-1.406903376741213352e+00
1.729000000000000000e+03,8.650216228999999757e+00,2.146088798459261371e-01,-1.343866691985952988e+00
1.889000000000000000e+03,9.450182103999999583e+00,7.755576813470748121e-01,5.070645324028938417e-02
2.019000000000000000e+03,1.010007215899999977e+01,-9.139675916332393735e-01,1.045638173069697530e+00
2.184000000000000000e+03,1.092511761399999948e+01,-1.829006649253530625e+00,4.293878599463686330e-01
2.334000000000000000e+03,1.167502946299999955e+01,-1.567704347874415483e+00,-6.278895576896237340e-01
2.469000000000000000e+03,1.235003483700000082e+01,-2.109277632879524855e-01,-1.517685617055876568e+00
2.619000000000000000e+03,1.309995007700000080e+01,6.874550630697693343e-01,-7.939318448025212138e-01
2.769000000000000000e+03,1.385001853900000057e+01,5.122912411098605734e-01,4.238921563741432919e-01
2.914000000000000000e+03,1.457506169100000015e+01,-9.537498623046594126e-01,1.190900875176431395e+00
3.059000000000000000e+03,1.530002663500000004e+01,-1.676026173979273004e+00,4.903264003477029731e-01
3.209000000000000000e+03,1.604987220499999978e+01,-1.586062676106610336e+00,-7.545396749487944810e-01
3.344000000000000000e+03,1.672485110899999938e+01,-2.678749165387804831e-01,-1.503497227446099815e+00
3.484000000000000000e+03,1.742483363299999866e+01,5.654937402937246782e-01,-8.297218614237777956e-01
3.619000000000000000e+03,1.809989564600000023e+01,4.451065321146252529e-01,7.520560136622974623e-01
3.769000000000000000e+03,1.884987743199999954e+01,-2.669570027716554050e-01,1.186096284808636048e+00
3.919000000000000000e+03,1.959989095699999950e+01,-1.388619463800248588e-01,-8.987732880580343031e-02
4.079000000000000000e+03,2.039979733099999848e+01,2.840667853973922741e-01,-1.531619633199267305e+00
4.219000000000000000e+03,2.109967475099999845e+01,4.232580119419370734e-01,-1.218361070453190864e+00
5.190000000000000000e+03,2.595450513999999842e+01,-7.253843388037028994e-02,4.834622253848120527e-02
