strideIndex,timestamp,gcpX,gcpY
5.240000000000000000e+02,2.624972263000000083e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.840000000000000000e+02,3.424967485999999894e+00,8.692965888577692812e-01,8.854402481299203931e-01
8.190000000000000000e+02,4.099988133000000090e+00,-4.874001839076885778e-02,1.882989789336855457e+00
9.690000000000000000e+02,4.849988649000000152e+00,-1.566930254125524113e+00,1.224774763069418348e+00
1.119000000000000000e+03,5.599916400999999766e+00,-1.327060470004774118e+00,-4.968551357883657649e-01
1.279000000000000000e+03,6.399889868999999898e+00,3.562229899802447086e-01,-8.755282942938353852e-01
1.424000000000000000e+03,7.124902368999999958e+00,1.628119261514733296e+00,1.931314559458481572e-01
1.574000000000000000e+03,7.874972063999999605e+00,1.056760798833812798e+00,1.635455763440194499e+00
1.719000000000000000e+03,8.599807781000000872e+00,-6.589451580465837122e-01,1.722387519510813814e+00
1.874000000000000000e+03,9.374937605999999590e+00,-1.594926842178878701e+00,1.881545449914316381e-01
2.039000000000000000e+03,1.019977498199999921e+01,-2.648737496257586588e-01,-9.545673171590514094e-01
2.184000000000000000e+03,1.092480209300000027e+01,1.253392770755302088e+00,-1.406624886426164345e-01
2.339000000000000000e+03,1.169980560800000013e+01,1.194915022458911791e+00,1.339084516818966231e+00
2.489000000000000000e+03,1.244981102600000078e+01,-2.913846625546835933e-01,1.776823426258412830e+00
2.639000000000000000e+03,1.319984531300000086e+01,-1.495474984963024001e+00,6.475858239397827010e-01
2.789000000000000000e+03,1.394979213799999940e+01,-9.883810368929385470e-01,-8.256092056002481971e-01
2.944000000000000000e+03,1.472479988199999923e+01,7.062607268715561659e-01,-7.623872308920035534e-01
3.099000000000000000e+03,1.549971904599999917e+01,1.443857710078028322e+00,6.775071398397858324e-01
3.254000000000000000e+03,1.627481531899999823e+01,3.427776340641577324e-01,1.842656474939811995e+00
3.409000000000000000e+03,1.704972817699999865e+01,-1.327871080538589377e+00,1.358494016866994114e+00
3.564000000000000000e+03,1.782465365899999910e+01,-1.496020554851240414e+00,-3.139277777206906928e-01
3.714000000000000000e+03,1.857470184599999996e+01,7.254125425494398205e-02,-8.995875067362975042e-01
3.869000000000000000e+03,1.934981299000000021e+01,1.273791091827832345e+00,2.819803378618207512e-01
4.034000000000000000e+03,2.017464172100000042e+01,4.484947981043222454e-01,1.525113859782284864e+00
4.214000000000000000e+03,2.107470611700000163e+01,-4.020370325751186913e-01,5.311268856228528179e-01
4.973000000000000000e+03,2.486961974999999825e+01,-3.957073232608630808e-02,-3.469375666158897378e-03
