strideIndex,timestamp,gcpX,gcpY
4.690000000000000000e+02,2.350038542000000064e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.490000000000000000e+02,3.749965363999999912e+00,7.216179278215278936e-01,3.549592038632127244e-01
1.019000000000000000e+03,5.100014368000000076e+00,1.790483094214800897e-01,1.136539377001396511e+00
1.289000000000000000e+03,6.449806579999999734e+00,-9.151476790708019671e-01,1.519666548092059255e+00
1.579000000000000000e+03,7.899796766999999775e+00,-1.656184192931134280e+00,7.962493594620531079e-01
1.859000000000000000e+03,9.299770987000000488e+00,-1.640137539430145619e+00,-3.632864318816538818e-01
2.134000000000000000e+03,1.067496167900000081e+01,-1.129385083195759032e+00,-1.301077798128775775e+00
2.394000000000000000e+03,1.197496117700000084e+01,-1.063814044272876486e-01,-1.630308983943471457e+00
2.669000000000000000e+03,1.334987471900000067e+01,6.201435754147134327e-01,-8.234637891226582740e-01
2.949000000000000000e+03,1.474979769800000007e+01,5.049578336068670792e-01,2.511619959340673502e-01
3.239000000000000000e+03,1.619974313000000166e+01,-3.281797803472151220e-01,1.158777445658753180e+00
3.524000000000000000e+03,1.762487849600000089e+01,-1.335975805057413535e+00,1.124158554838019075e+00
3.819000000000000000e+03,1.909976119299999908e+01,-1.691181484741960173e+00,2.247552285429980923e-02
4.084000000000000000e+03,2.042487650099999996e+01,-1.209960740838231130e+00,-1.072922138261233727e+00
4.369000000000000000e+03,2.184986410999999862e+01,-2.229212034485267280e-01,-1.531928373891649153e+00
4.649000000000000000e+03,2.324963272500000144e+01,6.654687833912781292e-01,-9.659263187978033294e-01
4.929000000000000000e+03,2.464964852499999992e+01,7.469343405541823966e-01,1.161025802437530841e-01
5.209000000000000000e+03,2.604979864499999920e+01,-3.476889926725670876e-02,1.044039519266507066e+00
5.489000000000000000e+03,2.744956250199999914e+01,-1.148766796376470056e+00,1.303937873790083302e+00
5.794000000000000000e+03,2.897482362699999925e+01,-1.745249274354146340e+00,4.108039435272400342e-01
6.084000000000000000e+03,3.042462153199999975e+01,-8.398024230906483423e-01,-1.210288411590425828e-01
6.752000000000000000e+03,3.376468687700000260e+01,-5.641225657572430247e-03,1.348572971143575071e-02
