strideIndex,timestamp,gcpX,gcpY
4.090000000000000000e+02,2.049955563000000147e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.240000000000000000e+02,3.624923796000000031e+00,-4.861427422102144735e-01,-1.210372722673405788e+00
9.440000000000000000e+02,4.724887756000000216e+00,-1.713622780548547997e+00,-8.874886778752045791e-01
1.194000000000000000e+03,5.974822559999999783e+00,-2.249909796907113790e+00,3.351296684647193658e-01
1.414000000000000000e+03,7.074955400000000338e+00,-1.572674666731908477e+00,1.495786470932582990e+00
1.664000000000000000e+03,8.324884450000000768e+00,-3.747011548734556774e-01,2.011023184574823208e+00
1.909000000000000000e+03,9.549874787000000254e+00,6.758376374217405225e-01,1.172835596428551064e+00
2.159000000000000000e+03,1.079997585699999973e+01,8.847078821211877830e-01,-1.394759603268171944e-01
2.414000000000000000e+03,1.207485757499999934e+01,2.568915153662887918e-01,-1.202386098845453333e+00
2.659000000000000000e+03,1.329986467400000016e+01,-1.091716148681062482e+00,-1.306534773199585331e+00
2.889000000000000000e+03,1.444993557399999951e+01,-1.942489148408786725e+00,-2.400667148418914598e-01
3.134000000000000000e+03,1.567481527200000002e+01,-1.669220614320766849e+00,1.094128577906195332e+00
3.369000000000000000e+03,1.684976062100000149e+01,-5.473064458441124769e-01,1.821307647178558531e+00
3.589000000000000000e+03,1.794978775599999921e+01,5.707440155071308308e-01,1.027763788101446529e+00
3.839000000000000000e+03,1.919980789099999896e+01,4.958681982429102852e-01,-3.672879668271085696e-01
4.084000000000000000e+03,2.042474403800000005e+01,-6.962647480343557849e-01,-1.052562282869875077e+00
4.309000000000000000e+03,2.154985728799999833e+01,-1.460618728707724578e+00,-1.205620369455265850e-01
4.544000000000000000e+03,2.272482742300000069e+01,-3.025532801441399577e-01,4.798215103454099850e-01
4.784000000000000000e+03,2.392479476200000121e+01,-5.283007949109730372e-02,1.140214967394840295e+00
5.019000000000000000e+03,2.509969461800000090e+01,-8.251490307595424900e-01,1.241909431097947270e+00
5.249000000000000000e+03,2.624971535999999972e+01,-1.519189664554640551e+00,3.583896889009693387e-01
5.494000000000000000e+03,2.747471077799999861e+01,-1.229652244782108550e+00,-7.335657302613507458e-01
5.754000000000000000e+03,2.877477098399999988e+01,-5.040168147879114935e-02,-9.025653889545475206e-01
5.994000000000000000e+03,2.997470856400000017e+01,6.208351084262905273e-01,-1.452956901427241987e-01
6.239000000000000000e+03,3.119968952400000006e+01,3.090785728287208656e-01,1.016965959925186347e+00
6.499000000000000000e+03,3.249972067499999895e+01,-2.811580827117517445e-01,7.862039338576495284e-01
7.026000000000000000e+03,3.513448848899999888e+01,3.578504070669991100e-02,-5.575613977433923826e-03
